tokenId,name,Quality,Type,Level,CfgId,Feature,Style,Billboard,Visual,Area,GreenhouseAmount,DefenderAttributesBonus,PlantTime,SeedConsumption,WeedProduction,MaxStorage,ClaimableStorage,MaxHP,CurrentHP,FarmState
459,MOBLAND Weed Farm #459,Rare,1,1,459,1,1,0,21,9,9,960,42960,242,430,23617,11808,754,754,1
460,MOBLAND Weed Farm #460,Common,1,1,460,1,1,0,1,4,4,310,44040,260,345,9585,4792,624,624,1
461,MOBLAND Weed Farm #461,Uncommon,1,1,461,1,1,0,11,6,6,550,41940,252,397,13815,6907,649,649,1
462,MOBLAND Weed Farm #462,Epic,1,1,462,1,1,0,31,12,12,1240,41220,247,525,36805,18402,934,934,1
463,MOBLAND Weed Farm #463,Uncommon,1,1,463,1,1,0,11,6,6,600,41160,250,390,14130,7065,660,660,1
464,MOBLAND Weed Farm #464,Uncommon,1,1,464,1,1,0,11,6,6,600,41160,237,392,14155,7077,672,672,1
465,MOBLAND Weed Farm #465,Common,1,1,465,1,1,0,1,4,4,300,43800,240,372,9542,4771,611,611,1
466,MOBLAND Weed Farm #466,Common,1,1,466,1,1,0,1,4,4,300,44820,237,350,9925,4962,622,622,1
467,MOBLAND Weed Farm #467,Uncommon,1,1,467,1,1,0,11,6,6,560,44400,237,402,15042,7521,680,680,1
468,MOBLAND Weed Farm #468,Common,1,1,468,1,1,0,1,4,4,290,44640,247,352,10050,5025,602,602,1
469,MOBLAND Weed Farm #469,Common,1,1,469,1,1,0,1,4,4,270,44400,245,370,9992,4996,587,587,1
470,MOBLAND Weed Farm #470,Rare,1,1,470,1,1,0,21,9,9,950,41760,255,447,24957,12478,746,746,1
471,MOBLAND Weed Farm #471,Epic,1,1,471,1,1,0,31,12,12,1240,42300,240,505,38517,19258,933,933,1
472,MOBLAND Weed Farm #472,Common,1,1,472,1,1,0,1,4,4,290,41940,242,355,9715,4857,597,597,1
473,MOBLAND Weed Farm #473,Common,1,1,473,1,1,0,1,4,4,300,42600,257,372,9340,4670,596,596,1
474,MOBLAND Weed Farm #474,Epic,1,1,474,1,1,0,31,12,12,1260,43680,257,515,36852,18426,882,882,1
475,MOBLAND Weed Farm #475,Uncommon,1,1,475,1,1,0,11,6,6,550,45060,257,407,14177,7088,648,648,1
476,MOBLAND Weed Farm #476,Common,1,1,476,1,1,0,1,4,4,290,42300,247,372,9612,4806,593,593,1
477,MOBLAND Weed Farm #477,Common,1,1,477,1,1,0,1,4,4,300,41220,240,377,9720,4860,603,603,1
478,MOBLAND Weed Farm #478,Common,1,1,478,1,1,0,1,4,4,310,42240,237,377,9835,4917,627,627,1
479,MOBLAND Weed Farm #479,Common,1,1,479,1,1,0,1,4,4,300,42180,260,342,9720,4860,597,597,1
480,MOBLAND Weed Farm #480,Rare,1,1,480,1,1,0,21,9,9,850,42180,237,450,23227,11613,742,742,1
481,MOBLAND Weed Farm #481,Common,1,1,481,1,1,0,1,4,4,290,41040,257,355,9275,4637,573,573,1
482,MOBLAND Weed Farm #482,Common,1,1,482,1,1,0,1,4,4,300,43500,260,360,9215,4607,593,593,1
483,MOBLAND Weed Farm #483,Uncommon,1,1,483,1,1,0,11,6,6,620,41940,252,387,13692,6846,689,689,1
484,MOBLAND Weed Farm #484,Common,1,1,484,1,1,0,1,4,4,270,42900,240,360,9640,4820,601,601,1
485,MOBLAND Weed Farm #485,Common,1,1,485,1,1,0,1,4,4,280,45060,237,360,9800,4900,600,600,1
486,MOBLAND Weed Farm #486,Common,1,1,486,1,1,0,1,4,4,310,44880,260,375,9340,4670,620,620,1
487,MOBLAND Weed Farm #487,Common,1,1,487,1,1,0,1,4,4,320,41340,247,347,9855,4927,587,587,1
488,MOBLAND Weed Farm #488,Common,1,1,488,1,1,0,1,4,4,290,45240,252,362,9330,4665,627,627,1
489,MOBLAND Weed Farm #489,Uncommon,1,1,489,1,1,0,11,6,6,560,45000,257,392,14967,7483,662,662,1
490,MOBLAND Weed Farm #490,Common,1,1,490,1,1,0,1,4,4,310,42900,255,377,9277,4638,601,601,1
491,MOBLAND Weed Farm #491,Uncommon,1,1,491,1,1,0,11,6,6,620,43980,257,387,13737,6868,683,683,1
492,MOBLAND Weed Farm #492,Common,1,1,492,1,1,0,1,4,4,300,43980,237,370,9765,4882,594,594,1
493,MOBLAND Weed Farm #493,Epic,1,1,493,1,1,0,31,12,12,1240,43140,257,537,37330,18665,942,942,1
494,MOBLAND Weed Farm #494,Uncommon,1,1,494,1,1,0,11,6,6,560,45000,250,405,14045,7022,684,684,1
495,MOBLAND Weed Farm #495,Uncommon,1,1,495,1,1,0,11,6,6,630,41160,247,402,13670,6835,661,661,1
496,MOBLAND Weed Farm #496,Common,1,1,496,1,1,0,1,4,4,300,41280,245,370,9322,4661,599,599,1
497,MOBLAND Weed Farm #497,Uncommon,1,1,497,1,1,0,11,6,6,600,44280,250,395,13807,6903,646,646,1
498,MOBLAND Weed Farm #498,Uncommon,1,1,498,1,1,0,11,6,6,580,41940,252,380,14437,7218,652,652,1
499,MOBLAND Weed Farm #499,Uncommon,1,1,499,1,1,0,11,6,6,550,43140,252,380,15070,7535,649,649,1
500,MOBLAND Weed Farm #500,Epic,1,1,500,1,1,0,31,12,12,1230,41820,257,522,37890,18945,872,872,1
501,MOBLAND Weed Farm #501,Common,1,1,501,1,1,0,1,4,4,320,42660,242,370,9337,4668,609,609,1
502,MOBLAND Weed Farm #502,Rare,1,1,502,1,1,0,21,9,9,920,44940,240,450,23795,11897,740,740,1
503,MOBLAND Weed Farm #503,Epic,1,1,503,1,1,0,31,12,12,1290,44520,252,525,37870,18935,913,913,1
504,MOBLAND Weed Farm #504,Uncommon,1,1,504,1,1,0,11,6,6,640,45120,255,415,13832,6916,657,657,1
505,MOBLAND Weed Farm #505,Common,1,1,505,1,1,0,1,4,4,270,43800,247,360,10015,5007,589,589,1
506,MOBLAND Weed Farm #506,Rare,1,1,506,1,1,0,21,9,9,920,44340,247,452,25012,12506,756,756,1
507,MOBLAND Weed Farm #507,Epic,1,1,507,1,1,0,31,12,12,1290,45120,242,492,36500,18250,858,858,1
508,MOBLAND Weed Farm #508,Common,1,1,508,1,1,0,1,4,4,300,42720,257,375,9897,4948,624,624,1
509,MOBLAND Weed Farm #509,Common,1,1,509,1,1,0,1,4,4,270,45120,257,377,9162,4581,608,608,1
510,MOBLAND Weed Farm #510,Common,1,1,510,1,1,0,1,4,4,270,42060,252,375,9707,4853,601,601,1
511,MOBLAND Weed Farm #511,Uncommon,1,1,511,1,1,0,11,6,6,620,43440,255,392,14455,7227,653,653,1
512,MOBLAND Weed Farm #512,Common,1,1,512,1,1,0,1,4,4,320,43380,260,377,10047,5023,625,625,1
513,MOBLAND Weed Farm #513,Uncommon,1,1,513,1,1,0,11,6,6,560,44640,257,385,14210,7105,628,628,1
514,MOBLAND Weed Farm #514,Common,1,1,514,1,1,0,1,4,4,270,41160,252,345,9780,4890,599,599,1
515,MOBLAND Weed Farm #515,Uncommon,1,1,515,1,1,0,11,6,6,600,41940,252,410,15000,7500,663,663,1
516,MOBLAND Weed Farm #516,Rare,1,1,516,1,1,0,21,9,9,860,45120,255,462,22782,11391,721,721,1
517,MOBLAND Weed Farm #517,Common,1,1,517,1,1,0,1,4,4,300,43560,240,345,9987,4993,570,570,1
518,MOBLAND Weed Farm #518,Rare,1,1,518,1,1,0,21,9,9,950,43740,242,455,22900,11450,781,781,1
519,MOBLAND Weed Farm #519,Uncommon,1,1,519,1,1,0,11,6,6,600,42600,250,397,14180,7090,682,682,1
520,MOBLAND Weed Farm #520,Uncommon,1,1,520,1,1,0,11,6,6,610,41940,252,412,14435,7217,632,632,1
521,MOBLAND Weed Farm #521,Uncommon,1,1,521,1,1,0,11,6,6,580,41940,252,385,15022,7511,671,671,1
522,MOBLAND Weed Farm #522,Uncommon,1,1,522,1,1,0,11,6,6,570,44520,242,407,13860,6930,627,627,1
523,MOBLAND Weed Farm #523,Rare,1,1,523,1,1,0,21,9,9,820,44400,245,445,23855,11927,748,748,1
524,MOBLAND Weed Farm #524,Common,1,1,524,1,1,0,1,4,4,270,42900,242,352,9357,4678,618,618,1
525,MOBLAND Weed Farm #525,Common,1,1,525,1,1,0,1,4,4,280,43080,240,345,9802,4901,599,599,1
526,MOBLAND Weed Farm #526,Uncommon,1,1,526,1,1,0,11,6,6,550,44460,255,380,14650,7325,631,631,1
527,MOBLAND Weed Farm #527,Rare,1,1,527,1,1,0,21,9,9,910,44100,245,427,23062,11531,733,733,1
528,MOBLAND Weed Farm #528,Rare,1,1,528,1,1,0,21,9,9,910,44940,240,460,23985,11992,780,780,1
529,MOBLAND Weed Farm #529,Common,1,1,529,1,1,0,1,4,4,300,41460,242,360,9787,4893,593,593,1
530,MOBLAND Weed Farm #530,Common,1,1,530,1,1,0,1,4,4,270,44280,237,367,9987,4993,595,595,1
531,MOBLAND Weed Farm #531,Epic,1,1,531,1,1,0,31,12,12,1120,44520,252,505,36577,18288,857,857,1
532,MOBLAND Weed Farm #532,Rare,1,1,532,1,1,0,21,9,9,900,44940,240,460,23742,11871,726,726,1
533,MOBLAND Weed Farm #533,Common,1,1,533,1,1,0,1,4,4,270,45120,240,362,9327,4663,592,592,1
534,MOBLAND Weed Farm #534,Legendary,1,1,534,1,1,0,41,16,16,1500,41580,247,610,58465,29232,1080,1080,1
535,MOBLAND Weed Farm #535,Common,1,1,535,1,1,0,1,4,4,280,42360,260,360,9352,4676,571,571,1
536,MOBLAND Weed Farm #536,Common,1,1,536,1,1,0,1,4,4,270,44220,255,362,9765,4882,584,584,1
537,MOBLAND Weed Farm #537,Common,1,1,537,1,1,0,1,4,4,310,44040,257,360,9595,4797,577,577,1
538,MOBLAND Weed Farm #538,Rare,1,1,538,1,1,0,21,9,9,950,42000,237,450,23300,11650,719,719,1
539,MOBLAND Weed Farm #539,Common,1,1,539,1,1,0,1,4,4,310,43980,257,345,9867,4933,605,605,1
540,MOBLAND Weed Farm #540,Common,1,1,540,1,1,0,1,4,4,310,42240,257,350,9280,4640,605,605,1
541,MOBLAND Weed Farm #541,Uncommon,1,1,541,1,1,0,11,6,6,640,41940,252,380,14900,7450,691,691,1
542,MOBLAND Weed Farm #542,Epic,1,1,542,1,1,0,31,12,12,1290,43680,257,505,35605,17802,921,921,1
543,MOBLAND Weed Farm #543,Common,1,1,543,1,1,0,1,4,4,310,41040,245,362,9287,4643,621,621,1
544,MOBLAND Weed Farm #544,Uncommon,1,1,544,1,1,0,11,6,6,580,44460,245,417,14692,7346,658,658,1
545,MOBLAND Weed Farm #545,Common,1,1,545,1,1,0,1,4,4,300,45120,240,347,9857,4928,580,580,1
546,MOBLAND Weed Farm #546,Common,1,1,546,1,1,0,1,4,4,310,44880,247,375,9915,4957,610,610,1
547,MOBLAND Weed Farm #547,Uncommon,1,1,547,1,1,0,11,6,6,580,41940,252,390,14852,7426,661,661,1
548,MOBLAND Weed Farm #548,Uncommon,1,1,548,1,1,0,11,6,6,640,42540,250,385,14610,7305,647,647,1
549,MOBLAND Weed Farm #549,Common,1,1,549,1,1,0,1,4,4,310,42600,255,362,9950,4975,619,619,1
550,MOBLAND Weed Farm #550,Epic,1,1,550,1,1,0,31,12,12,1110,41340,240,520,36692,18346,928,928,1
551,MOBLAND Weed Farm #551,Common,1,1,551,1,1,0,1,4,4,280,43140,237,377,9720,4860,571,571,1
552,MOBLAND Weed Farm #552,Uncommon,1,1,552,1,1,0,11,6,6,640,43440,237,417,13762,6881,649,649,1
553,MOBLAND Weed Farm #553,Uncommon,1,1,553,1,1,0,11,6,6,570,42240,252,415,14305,7152,668,668,1
554,MOBLAND Weed Farm #554,Common,1,1,554,1,1,0,1,4,4,270,42900,252,362,9492,4746,574,574,1
555,MOBLAND Weed Farm #555,Rare,1,1,555,1,1,0,21,9,9,810,44940,240,445,23695,11847,770,770,1
556,MOBLAND Weed Farm #556,Common,1,1,556,1,1,0,1,4,4,300,41580,245,345,9705,4852,621,621,1
557,MOBLAND Weed Farm #557,Common,1,1,557,1,1,0,1,4,4,270,41400,247,342,9517,4758,613,613,1
558,MOBLAND Weed Farm #558,Common,1,1,558,1,1,0,1,4,4,310,41880,257,352,9695,4847,570,570,1
559,MOBLAND Weed Farm #559,Rare,1,1,559,1,1,0,21,9,9,940,42480,250,435,23525,11762,773,773,1
560,MOBLAND Weed Farm #560,Common,1,1,560,1,1,0,1,4,4,280,43620,257,367,9392,4696,607,607,1
561,MOBLAND Weed Farm #561,Common,1,1,561,1,1,0,1,4,4,290,42000,250,367,10030,5015,589,589,1
562,MOBLAND Weed Farm #562,Uncommon,1,1,562,1,1,0,11,6,6,590,41940,252,415,14360,7180,679,679,1
563,MOBLAND Weed Farm #563,Uncommon,1,1,563,1,1,0,11,6,6,580,41940,252,407,14865,7432,664,664,1
564,MOBLAND Weed Farm #564,Uncommon,1,1,564,1,1,0,11,6,6,620,41940,252,392,14905,7452,669,669,1
565,MOBLAND Weed Farm #565,Uncommon,1,1,565,1,1,0,11,6,6,620,41940,252,400,13990,6995,662,662,1
566,MOBLAND Weed Farm #566,Rare,1,1,566,1,1,0,21,9,9,880,42660,240,460,24930,12465,733,733,1
567,MOBLAND Weed Farm #567,Uncommon,1,1,567,1,1,0,11,6,6,640,42120,252,390,14057,7028,659,659,1
568,MOBLAND Weed Farm #568,Common,1,1,568,1,1,0,1,4,4,270,44880,260,355,9320,4660,621,621,1
569,MOBLAND Weed Farm #569,Rare,1,1,569,1,1,0,21,9,9,970,43620,247,445,23862,11931,754,754,1
570,MOBLAND Weed Farm #570,Common,1,1,570,1,1,0,1,4,4,270,45120,240,360,9492,4746,599,599,1
571,MOBLAND Weed Farm #571,Common,1,1,571,1,1,0,1,4,4,270,42480,252,367,9245,4622,613,613,1
572,MOBLAND Weed Farm #572,Common,1,1,572,1,1,0,1,4,4,290,44220,255,377,9247,4623,610,610,1
573,MOBLAND Weed Farm #573,Legendary,1,1,573,1,1,0,41,16,16,1490,41100,242,630,36335,18167,1076,1076,1
574,MOBLAND Weed Farm #574,Uncommon,1,1,574,1,1,0,11,6,6,540,41400,240,402,13980,6990,684,684,1
575,MOBLAND Weed Farm #575,Common,1,1,575,1,1,0,1,4,4,320,42720,257,355,9175,4587,572,572,1
576,MOBLAND Weed Farm #576,Rare,1,1,576,1,1,0,21,9,9,900,41340,237,442,22740,11370,779,779,1
577,MOBLAND Weed Farm #577,Common,1,1,577,1,1,0,1,4,4,310,41640,250,357,9555,4777,607,607,1
578,MOBLAND Weed Farm #578,Legendary,1,1,578,1,1,0,41,16,16,1430,43620,250,625,36465,18232,1110,1110,1
579,MOBLAND Weed Farm #579,Uncommon,1,1,579,1,1,0,11,6,6,560,43260,250,397,14990,7495,675,675,1
580,MOBLAND Weed Farm #580,Common,1,1,580,1,1,0,1,4,4,280,43020,257,365,9235,4617,627,627,1
581,MOBLAND Weed Farm #581,Common,1,1,581,1,1,0,1,4,4,270,41760,237,370,9242,4621,591,591,1
582,MOBLAND Weed Farm #582,Uncommon,1,1,582,1,1,0,11,6,6,540,43860,245,417,14515,7257,669,669,1
583,MOBLAND Weed Farm #583,Common,1,1,583,1,1,0,1,4,4,280,41880,257,357,9482,4741,592,592,1
584,MOBLAND Weed Farm #584,Common,1,1,584,1,1,0,1,4,4,270,43260,237,360,9650,4825,576,576,1
585,MOBLAND Weed Farm #585,Uncommon,1,1,585,1,1,0,11,6,6,590,44100,252,382,14020,7010,689,689,1
586,MOBLAND Weed Farm #586,Rare,1,1,586,1,1,0,21,9,9,860,44820,252,437,24150,12075,777,777,1
587,MOBLAND Weed Farm #587,Common,1,1,587,1,1,0,1,4,4,290,41340,260,360,9467,4733,570,570,1
588,MOBLAND Weed Farm #588,Common,1,1,588,1,1,0,1,4,4,320,42780,245,345,9242,4621,629,629,1
589,MOBLAND Weed Farm #589,Common,1,1,589,1,1,0,1,4,4,310,42960,237,372,9755,4877,593,593,1
590,MOBLAND Weed Farm #590,Common,1,1,590,1,1,0,1,4,4,290,43620,245,377,9522,4761,590,590,1
591,MOBLAND Weed Farm #591,Rare,1,1,591,1,1,0,21,9,9,810,41760,240,447,23985,11992,760,760,1
592,MOBLAND Weed Farm #592,Common,1,1,592,1,1,0,1,4,4,280,41580,245,360,10007,5003,572,572,1
593,MOBLAND Weed Farm #593,Uncommon,1,1,593,1,1,0,11,6,6,610,42960,240,407,14695,7347,661,661,1
594,MOBLAND Weed Farm #594,Common,1,1,594,1,1,0,1,4,4,290,42720,260,347,9817,4908,624,624,1
595,MOBLAND Weed Farm #595,Common,1,1,595,1,1,0,1,4,4,310,45240,257,345,9442,4721,621,621,1
596,MOBLAND Weed Farm #596,Uncommon,1,1,596,1,1,0,11,6,6,640,43680,240,385,14770,7385,690,690,1
597,MOBLAND Weed Farm #597,Common,1,1,597,1,1,0,1,4,4,320,43200,250,360,9417,4708,595,595,1
598,MOBLAND Weed Farm #598,Uncommon,1,1,598,1,1,0,11,6,6,540,41760,257,397,14050,7025,682,682,1
599,MOBLAND Weed Farm #599,Uncommon,1,1,599,1,1,0,11,6,6,650,44100,240,400,14010,7005,650,650,1
600,MOBLAND Weed Farm #600,Common,1,1,600,1,1,0,1,4,4,280,43320,257,352,9852,4926,589,589,1
601,MOBLAND Weed Farm #601,Common,1,1,601,1,1,0,1,4,4,290,41580,237,347,9412,4706,593,593,1
602,MOBLAND Weed Farm #602,Uncommon,1,1,602,1,1,0,11,6,6,590,43560,252,395,14675,7337,650,650,1
603,MOBLAND Weed Farm #603,Common,1,1,603,1,1,0,1,4,4,280,43020,247,375,9647,4823,584,584,1
604,MOBLAND Weed Farm #604,Common,1,1,604,1,1,0,1,4,4,310,42360,237,375,9590,4795,586,586,1
605,MOBLAND Weed Farm #605,Uncommon,1,1,605,1,1,0,11,6,6,650,43440,242,395,14667,7333,652,652,1
606,MOBLAND Weed Farm #606,Rare,1,1,606,1,1,0,21,9,9,860,43620,255,437,24177,12088,713,713,1
607,MOBLAND Weed Farm #607,Common,1,1,607,1,1,0,1,4,4,290,42480,260,370,9535,4767,589,589,1
608,MOBLAND Weed Farm #608,Epic,1,1,608,1,1,0,31,12,12,1090,43800,240,495,36222,18111,940,940,1
609,MOBLAND Weed Farm #609,Uncommon,1,1,609,1,1,0,11,6,6,550,41880,245,415,14285,7142,653,653,1
610,MOBLAND Weed Farm #610,Rare,1,1,610,1,1,0,21,9,9,840,41760,242,435,24025,12012,740,740,1
611,MOBLAND Weed Farm #611,Common,1,1,611,1,1,0,1,4,4,290,44940,245,375,9595,4797,619,619,1
612,MOBLAND Weed Farm #612,Epic,1,1,612,1,1,0,31,12,12,1240,43680,257,502,36190,18095,891,891,1
613,MOBLAND Weed Farm #613,Epic,1,1,613,1,1,0,31,12,12,1210,43080,252,492,36552,18276,931,931,1
614,MOBLAND Weed Farm #614,Uncommon,1,1,614,1,1,0,11,6,6,640,41940,252,402,13690,6845,649,649,1
615,MOBLAND Weed Farm #615,Rare,1,1,615,1,1,0,21,9,9,810,41880,242,422,24820,12410,774,774,1
616,MOBLAND Weed Farm #616,Uncommon,1,1,616,1,1,0,11,6,6,550,42660,252,387,14090,7045,688,688,1
617,MOBLAND Weed Farm #617,Legendary,1,1,617,1,1,0,41,16,16,1620,41280,242,627,38047,19023,1119,1119,1
618,MOBLAND Weed Farm #618,Common,1,1,618,1,1,0,1,4,4,310,43200,242,360,9607,4803,577,577,1
619,MOBLAND Weed Farm #619,Rare,1,1,619,1,1,0,21,9,9,850,43020,240,440,23525,11762,779,779,1
620,MOBLAND Weed Farm #620,Common,1,1,620,1,1,0,1,4,4,310,43440,252,350,9270,4635,596,596,1
621,MOBLAND Weed Farm #621,Rare,1,1,621,1,1,0,21,9,9,840,42000,252,422,23765,11882,752,752,1
622,MOBLAND Weed Farm #622,Uncommon,1,1,622,1,1,0,11,6,6,620,41460,257,380,13637,6818,692,692,1
623,MOBLAND Weed Farm #623,Rare,1,1,623,1,1,0,21,9,9,870,44520,237,432,22737,11368,751,751,1
624,MOBLAND Weed Farm #624,Legendary,1,1,624,1,1,0,41,16,16,1570,42360,237,620,38815,19407,1122,1122,1
625,MOBLAND Weed Farm #625,Common,1,1,625,1,1,0,1,4,4,310,44280,252,377,9630,4815,616,616,1
626,MOBLAND Weed Farm #626,Common,1,1,626,1,1,0,1,4,4,300,42420,255,347,9202,4601,576,576,1
627,MOBLAND Weed Farm #627,Epic,1,1,627,1,1,0,31,12,12,1190,44400,242,512,38880,19440,887,887,1
628,MOBLAND Weed Farm #628,Common,1,1,628,1,1,0,1,4,4,310,41040,245,362,9957,4978,607,607,1
629,MOBLAND Weed Farm #629,Rare,1,1,629,1,1,0,21,9,9,890,42300,240,462,24355,12177,778,778,1
630,MOBLAND Weed Farm #630,Uncommon,1,1,630,1,1,0,11,6,6,620,41940,255,382,14927,7463,655,655,1
631,MOBLAND Weed Farm #631,Common,1,1,631,1,1,0,1,4,4,310,44940,240,352,9932,4966,606,606,1
632,MOBLAND Weed Farm #632,Uncommon,1,1,632,1,1,0,11,6,6,560,44700,245,387,14445,7222,666,666,1
633,MOBLAND Weed Farm #633,Uncommon,1,1,633,1,1,0,11,6,6,540,42120,250,392,13640,6820,683,683,1
634,MOBLAND Weed Farm #634,Common,1,1,634,1,1,0,1,4,4,300,43380,240,360,9392,4696,571,571,1
635,MOBLAND Weed Farm #635,Common,1,1,635,1,1,0,1,4,4,290,41280,257,357,9977,4988,579,579,1
636,MOBLAND Weed Farm #636,Common,1,1,636,1,1,0,1,4,4,300,42240,237,367,9660,4830,626,626,1
637,MOBLAND Weed Farm #637,Uncommon,1,1,637,1,1,0,11,6,6,650,44520,252,397,14777,7388,670,670,1
638,MOBLAND Weed Farm #638,Uncommon,1,1,638,1,1,0,11,6,6,590,41940,252,415,13917,6958,691,691,1
639,MOBLAND Weed Farm #639,Uncommon,1,1,639,1,1,0,11,6,6,540,41940,252,407,14470,7235,663,663,1
640,MOBLAND Weed Farm #640,Uncommon,1,1,640,1,1,0,11,6,6,560,43440,242,417,13660,6830,676,676,1
641,MOBLAND Weed Farm #641,Common,1,1,641,1,1,0,1,4,4,320,41940,247,357,10067,5033,598,598,1
642,MOBLAND Weed Farm #642,Common,1,1,642,1,1,0,1,4,4,320,44820,260,342,9917,4958,614,614,1
643,MOBLAND Weed Farm #643,Uncommon,1,1,643,1,1,0,11,6,6,630,43800,240,407,13692,6846,648,648,1
644,MOBLAND Weed Farm #644,Rare,1,1,644,1,1,0,21,9,9,950,41640,237,457,24140,12070,732,732,1
645,MOBLAND Weed Farm #645,Common,1,1,645,1,1,0,1,4,4,270,45180,252,347,9567,4783,597,597,1
646,MOBLAND Weed Farm #646,Common,1,1,646,1,1,0,1,4,4,270,43380,245,345,9460,4730,581,581,1
647,MOBLAND Weed Farm #647,Uncommon,1,1,647,1,1,0,11,6,6,600,44460,260,400,14355,7177,660,660,1
648,MOBLAND Weed Farm #648,Common,1,1,648,1,1,0,1,4,4,270,42180,240,370,9950,4975,581,581,1
649,MOBLAND Weed Farm #649,Uncommon,1,1,649,1,1,0,11,6,6,580,43800,260,392,14035,7017,646,646,1
650,MOBLAND Weed Farm #650,Common,1,1,650,1,1,0,1,4,4,270,43980,242,347,10065,5032,578,578,1
651,MOBLAND Weed Farm #651,Rare,1,1,651,1,1,0,21,9,9,900,42600,255,445,23372,11686,714,714,1
652,MOBLAND Weed Farm #652,Rare,1,1,652,1,1,0,21,9,9,870,41460,245,425,22832,11416,774,774,1
653,MOBLAND Weed Farm #653,Rare,1,1,653,1,1,0,21,9,9,810,43440,255,455,24995,12497,784,784,1
654,MOBLAND Weed Farm #654,Common,1,1,654,1,1,0,1,4,4,300,43500,250,367,9492,4746,627,627,1
655,MOBLAND Weed Farm #655,Common,1,1,655,1,1,0,1,4,4,280,43320,252,360,9400,4700,625,625,1
656,MOBLAND Weed Farm #656,Rare,1,1,656,1,1,0,21,9,9,900,45000,257,462,24635,12317,728,728,1
657,MOBLAND Weed Farm #657,Uncommon,1,1,657,1,1,0,11,6,6,620,45300,255,417,14395,7197,636,636,1
658,MOBLAND Weed Farm #658,Common,1,1,658,1,1,0,1,4,4,300,44340,237,377,9210,4605,600,600,1
659,MOBLAND Weed Farm #659,Rare,1,1,659,1,1,0,21,9,9,960,42360,255,462,24422,12211,714,714,1
660,MOBLAND Weed Farm #660,Epic,1,1,660,1,1,0,31,12,12,1270,43680,257,492,38337,19168,858,858,1
661,MOBLAND Weed Farm #661,Common,1,1,661,1,1,0,1,4,4,310,42000,255,347,9145,4572,588,588,1
662,MOBLAND Weed Farm #662,Legendary,1,1,662,1,1,0,41,16,16,1500,45120,245,600,37695,18847,1052,1052,1
663,MOBLAND Weed Farm #663,Legendary,1,1,663,1,1,0,41,16,16,1550,42180,255,602,60485,30242,1030,1030,1
664,MOBLAND Weed Farm #664,Rare,1,1,664,1,1,0,21,9,9,850,44940,240,445,23317,11658,729,729,1
665,MOBLAND Weed Farm #665,Rare,1,1,665,1,1,0,21,9,9,850,44280,252,430,23692,11846,771,771,1
666,MOBLAND Weed Farm #666,Common,1,1,666,1,1,0,1,4,4,310,41700,237,372,9520,4760,625,625,1
667,MOBLAND Weed Farm #667,Uncommon,1,1,667,1,1,0,11,6,6,620,41040,242,395,13765,6882,681,681,1
668,MOBLAND Weed Farm #668,Common,1,1,668,1,1,0,1,4,4,310,43260,245,370,9705,4852,607,607,1
669,MOBLAND Weed Farm #669,Common,1,1,669,1,1,0,1,4,4,270,42360,257,350,9817,4908,607,607,1
670,MOBLAND Weed Farm #670,Common,1,1,670,1,1,0,1,4,4,270,43260,250,372,10022,5011,603,603,1
671,MOBLAND Weed Farm #671,Common,1,1,671,1,1,0,1,4,4,300,42300,255,355,9187,4593,606,606,1
672,MOBLAND Weed Farm #672,Common,1,1,672,1,1,0,1,4,4,280,43080,237,342,9877,4938,596,596,1
673,MOBLAND Weed Farm #673,Uncommon,1,1,673,1,1,0,11,6,6,610,45060,257,390,14332,7166,669,669,1
674,MOBLAND Weed Farm #674,Uncommon,1,1,674,1,1,0,11,6,6,570,41520,237,415,14222,7111,646,646,1
675,MOBLAND Weed Farm #675,Common,1,1,675,1,1,0,1,4,4,290,42000,242,345,9655,4827,575,575,1
676,MOBLAND Weed Farm #676,Common,1,1,676,1,1,0,1,4,4,320,45240,242,345,9282,4641,581,581,1
677,MOBLAND Weed Farm #677,Common,1,1,677,1,1,0,1,4,4,280,44100,245,357,9730,4865,572,572,1
678,MOBLAND Weed Farm #678,Rare,1,1,678,1,1,0,21,9,9,820,44940,240,457,23532,11766,777,777,1
679,MOBLAND Weed Farm #679,Epic,1,1,679,1,1,0,31,12,12,1220,42600,257,505,38577,19288,943,943,1
680,MOBLAND Weed Farm #680,Common,1,1,680,1,1,0,1,4,4,280,41100,255,350,10050,5025,597,597,1
681,MOBLAND Weed Farm #681,Common,1,1,681,1,1,0,1,4,4,320,44220,237,345,9850,4925,578,578,1
682,MOBLAND Weed Farm #682,Legendary,1,1,682,1,1,0,41,16,16,1570,42300,260,622,35715,17857,1084,1084,1
683,MOBLAND Weed Farm #683,Common,1,1,683,1,1,0,1,4,4,270,42600,242,342,9345,4672,596,596,1
684,MOBLAND Weed Farm #684,Common,1,1,684,1,1,0,1,4,4,290,45300,242,362,10015,5007,604,604,1
685,MOBLAND Weed Farm #685,Epic,1,1,685,1,1,0,31,12,12,1140,43680,257,537,39030,19515,934,934,1
686,MOBLAND Weed Farm #686,Rare,1,1,686,1,1,0,21,9,9,840,41040,255,437,24970,12485,745,745,1
687,MOBLAND Weed Farm #687,Legendary,1,1,687,1,1,0,41,16,16,1380,44460,250,622,38895,19447,1027,1027,1
688,MOBLAND Weed Farm #688,Common,1,1,688,1,1,0,1,4,4,310,45240,252,377,9717,4858,628,628,1
